doc_id,path,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,top_topic,top_score
MM__MM_01_26_2018_0.txt,MM/MM_01_26_2018_0.txt,6.283297549571219e-05,6.282990309819984e-05,0.09487319850799433,6.283221445832023e-05,6.283343703089257e-05,6.282979081480153e-05,6.282798225847542e-05,6.283049461173801e-05,6.283133318524085e-05,0.9046241533610523,topic_9,0.9046241533610523
MM__MM_01_28_2016_0.txt,MM/MM_01_28_2016_0.txt,0.39735610786793896,0.0002513158744921026,0.29168807761421867,0.050282839582104916,0.025247991703835272,0.00025131601911526836,0.0002513124155503158,0.14906727015796312,0.0002513127942755112,0.08535245597050607,topic_0,0.39735610786793896
MM__MM_01_28_2019_0.txt,MM/MM_01_28_2019_0.txt,0.00029507621774902364,0.574589614161556,0.00029506664507865794,0.0002950564706528499,0.00029506732180787997,0.4230498976880348,0.000295063543009552,0.0002950700274218953,0.00029503392583547837,0.0002950539988538574,topic_1,0.574589614161556
MM__MM_01_28_2019_1.txt,MM/MM_01_28_2019_1.txt,0.0004808881152660864,0.0004809005051661768,0.0004808907950919324,0.0004808876332520248,0.9363215230824581,0.0004808577278356533,0.0004808593039882275,0.00048087560232075465,0.00048087713669829276,0.05983144009792268,topic_4,0.9363215230824581
MM__MM_01_29_2018_0.txt,MM/MM_01_29_2018_0.txt,0.13959458248262757,0.00011226233038721961,0.00011226760717509144,0.16218843028488533,0.1377446468700528,0.00011226671041643235,0.00011225560815544281,0.5597987602567079,0.00011225930505822834,0.00011226854453383736,topic_7,0.5597987602567079
MM__MM_01_30_2017_0.txt,MM/MM_01_30_2017_0.txt,0.48012591006332206,0.00035219322978692586,0.41023528565134654,0.00035220998238608175,0.10717335000292577,0.00035223342253248445,0.0003521797008984012,0.00035220377046251853,0.0003522193176724696,0.00035221485866663053,topic_0,0.48012591006332206
MM__MM_01_31_2017_0.txt,MM/MM_01_31_2017_0.txt,0.10449110777830302,0.027432709233924605,0.11070363104864961,0.00015953777705811226,0.00015954231697301003,0.08018945927619325,0.00015952850834680753,0.6345895335493291,0.04195541332075575,0.0001595371904667908,topic_7,0.6345895335493291
MM__MM_01_31_2018_0.txt,MM/MM_01_31_2018_0.txt,0.15885020048420861,0.00020709791330802483,0.11851749132343438,0.08595968598820188,0.39162711984596993,0.00020709305923046864,0.00020708623063883837,0.24401004820368768,0.0002070734420187091,0.0002071035093014567,topic_4,0.39162711984596993
MM__MM_02_01_2018_0.txt,MM/MM_02_01_2018_0.txt,0.5466497402963174,0.0001733538776766994,0.0001733563040767611,0.0001733550302024497,0.00017336139255383148,0.35744455816675924,0.00017334031044180637,0.09469224295661623,0.00017333685304577308,0.0001733548123097677,topic_0,0.5466497402963174
MM__MM_02_02_2016_0.txt,MM/MM_02_02_2016_0.txt,0.000420294254868543,0.00042029777984894153,0.00042030590098823914,0.0004203039523980979,0.00042026616111901145,0.3586660854688886,0.0004202616322455251,0.0004202672196544648,0.6379716398430741,0.0004202777869143907,topic_8,0.6379716398430741
MM__MM_02_02_2017_0.txt,MM/MM_02_02_2017_0.txt,0.6569578363012146,0.046825966314953435,0.0002506985111815555,0.03581226850607992,0.00025069852350597895,0.25889975525463893,0.0002506892035589437,0.00025069437564813633,0.00025070606664616,0.000250686942572278,topic_0,0.6569578363012146
MM__MM_02_02_2018_0.txt,MM/MM_02_02_2018_0.txt,0.5524398261828116,0.09176859026961807,0.16672423838592101,0.04490287079502015,0.0001543605442692662,0.0001543679368134769,0.00015435873522949358,0.14339263586018083,0.0001543852712681777,0.00015436601886803622,topic_0,0.5524398261828116
MM__MM_02_05_2016_0.txt,MM/MM_02_05_2016_0.txt,0.8885959939444598,0.000194980721906733,0.00019497632753407782,0.00019498453734062896,0.09724915050591552,0.00019497392986491286,0.012789971860723243,0.00019498705819168818,0.00019500330184269994,0.00019497781222082723,topic_0,0.8885959939444598
MM__MM_02_05_2016_1.txt,MM/MM_02_05_2016_1.txt,0.6679616544640541,0.00024697452781423265,0.00024697478352953396,0.09135208065360523,0.05871892097818567,0.00024698175727000263,0.00024698004649274883,0.14653062006019463,0.03420183769561526,0.00024697503323881684,topic_0,0.6679616544640541
MM__MM_02_06_2017_0.txt,MM/MM_02_06_2017_0.txt,0.35694426180412087,0.00045883659294834343,0.6284040612040226,0.01143993177001165,0.0004588340516110795,0.0004588305104821427,0.00045879064845124945,0.0004588296565509079,0.0004587855459493409,0.0004588382158517728,topic_2,0.6284040612040226
MM__MM_02_07_2017_0.txt,MM/MM_02_07_2017_0.txt,0.0001326620886928389,0.00013266484783187784,0.00013267019419503846,0.0001326621013692547,0.00013266286152649416,0.00013265857673823626,0.0001326513087209783,0.00013266101185282505,0.00013264673799965004,0.9988060602710729,topic_9,0.9988060602710729
MM__MM_02_07_2017_1.txt,MM/MM_02_07_2017_1.txt,0.00030129178770129934,0.00030128701663912515,0.20985559857974456,0.00030129147282695074,0.07245703170038585,0.00030127448273790393,0.00030126213440172527,0.11977149812865875,0.0003012567786337606,0.59610820791827,topic_9,0.59610820791827
MM__MM_02_07_2018_0.txt,MM/MM_02_07_2018_0.txt,0.31986742242727206,0.04643118805425021,0.0035326270890647963,0.00013337080788275012,0.04208424926984626,0.0001333685056194753,0.000133363259267748,0.5874176568938548,0.0001333701929286487,0.0001333835000132817,topic_7,0.5874176568938548
MM__MM_02_08_2018_0.txt,MM/MM_02_08_2018_0.txt,0.5147887066141713,0.0002733026920175863,0.0002732996447908798,0.0002732944692777966,0.0002732938705954837,0.04413666968050744,0.0002732777196628249,0.4391615289942144,0.00027334555717683655,0.00027328075758550175,topic_0,0.5147887066141713
MM__MM_02_08_2019_0.txt,MM/MM_02_08_2019_0.txt,0.00017926482799307566,0.00017926421953021171,0.1699421671737582,0.07218096573275758,0.07894450364586125,0.6778568020700717,0.00017924839818320737,0.00017926023019603404,0.00017927145120866966,0.0001792522504401556,topic_5,0.6778568020700717
MM__MM_02_10_2016_0.txt,MM/MM_02_10_2016_0.txt,0.43529620164976845,0.0002688894016699594,0.15786784886264618,0.21530953330964508,0.00026889255640545433,0.00026889873681642477,0.0002688835784115366,0.18991307928205667,0.0002688689157911755,0.00026890370678881923,topic_0,0.43529620164976845
MM__MM_02_10_2017_0.txt,MM/MM_02_10_2017_0.txt,0.5186136960350503,0.00017304939736426691,0.0001730586967551043,0.00017306571838183416,0.10645562996695886,0.3049440381404741,0.00017304615718778218,0.034273431196510176,0.03484792268042136,0.00017306201089639433,topic_0,0.5186136960350503
MM__MM_02_13_2016_0.txt,MM/MM_02_13_2016_0.txt,0.58777414036748,0.00025847260715328087,0.12342530382826061,0.17629571957713902,0.00025847710946380663,0.11095398623956962,0.00025847788179604245,0.00025846145901463655,0.0002584880692421762,0.0002584728608808652,topic_0,0.58777414036748
MM__MM_02_13_2017_0.txt,MM/MM_02_13_2017_0.txt,0.00041853349801243485,0.00041850659284537004,0.19456499305498148,0.0004184963010004056,0.19912027397789106,0.12278447209039323,0.0004185014390305351,0.00041853206062131753,0.00041858462707413513,0.48101910635815,topic_9,0.48101910635815
MM__MM_02_14_2018_0.txt,MM/MM_02_14_2018_0.txt,0.42061396868729706,0.27762876004748144,0.06199639485390771,0.00028017778031328274,0.021052371755544978,0.0002801777185607862,0.00028017173720679,0.1910315653248074,0.026556226821502407,0.00028018527337812316,topic_0,0.42061396868729706
MM__MM_02_14_2019_0.txt,MM/MM_02_14_2019_0.txt,0.02405964708885422,0.00024218581544456318,0.00024219156855365928,0.00024220335657488707,0.026751044008186328,0.0002422025577738609,0.00024220740876450936,0.9474939264355645,0.0002421848752722126,0.0002422068850113905,topic_7,0.9474939264355645
MM__MM_02_15_2016_0.txt,MM/MM_02_15_2016_0.txt,0.6848380117116472,0.1220407753898361,0.0006804083987135484,0.0006804780384878787,0.04361691670756724,0.14542157008071044,0.0006805066828071584,0.0006804032031108143,0.000680453738473567,0.0006804760486459906,topic_0,0.6848380117116472
MM__MM_02_16_2016_0.txt,MM/MM_02_16_2016_0.txt,0.16310812181064757,0.00014412883382977087,0.07677441786324841,0.12712379633899937,0.00014413119927004806,0.0001441315894538716,0.00014412067416284422,0.00014413707531310785,0.00014412953674307674,0.632128885078332,topic_9,0.632128885078332
MM__MM_02_17_2016_0.txt,MM/MM_02_17_2016_0.txt,0.00024103255752777226,0.00024103241674863662,0.08228857693510766,0.5718848653163158,0.08145860742736737,0.00024105181178006875,0.0002410271009958128,0.26292177525292315,0.00024101074335286903,0.00024102043788083383,topic_3,0.5718848653163158
MM__MM_02_18_2016_0.txt,MM/MM_02_18_2016_0.txt,0.0001692456853389814,0.00016924844049049262,0.00016924832773875938,0.00016926098281673776,0.00016925128097245503,0.000169243329185664,0.9984767691784725,0.00016925042612709858,0.00016923593644989663,0.00016924641240737963,topic_6,0.9984767691784725
MM__MM_02_21_2018_0.txt,MM/MM_02_21_2018_0.txt,0.5376401403387463,0.00018319245719382383,0.000183197626245348,0.0001831946940014566,0.00018320392024009474,0.24513475148585492,0.00018318814842646717,0.21594276353615968,0.0001831817019751446,0.00018318609115657123,topic_0,0.5376401403387463
MM__MM_02_22_2016_0.txt,MM/MM_02_22_2016_0.txt,3.6653098701295526e-05,3.665419120477286e-05,3.665425427259038e-05,0.9996701208037035,3.665256621122679e-05,3.665501766115626e-05,3.665118997129318e-05,3.665300217432112e-05,3.665251917012953e-05,3.6653356929596864e-05,topic_3,0.9996701208037035
MM__MM_02_22_2017_0.txt,MM/MM_02_22_2017_0.txt,0.0002160409876065933,0.00021603354902160977,0.00021604828153128425,0.3817347678763043,0.00021605036539424358,0.00021604078922567561,0.00021602350588027355,0.000216038932283345,0.00021602073450030293,0.6165369349782523,topic_9,0.6165369349782523
MM__MM_02_22_2017_1.txt,MM/MM_02_22_2017_1.txt,0.0003003888516103663,0.06455549822891785,0.000300399513290427,0.00030040187042053,0.13742698427121652,0.00030037570861575784,0.00030037998047554416,0.00030038864577373197,0.0003003568525400567,0.7959148260771393,topic_9,0.7959148260771393
MM__MM_02_22_2017_2.txt,MM/MM_02_22_2017_2.txt,0.0002165087089656136,0.0002165012703587711,0.00021651609042140524,0.38091676204661157,0.00021651803894962826,0.00021650855403801224,0.0002164910042779378,0.00021650663225303732,0.00021648840763283531,0.6173511992464913,topic_9,0.6173511992464913
MM__MM_02_23_2018_0.txt,MM/MM_02_23_2018_0.txt,0.3362379283276903,0.020070282507267702,0.00023262292750057952,0.0002326087927392212,0.0002326244846993443,0.6420634406721368,0.0002326009717012799,0.0002326362402172891,0.00023262653857024078,0.00023262853747728167,topic_5,0.6420634406721368
MM__MM_02_24_2016_0.txt,MM/MM_02_24_2016_0.txt,4.630722831137954e-05,4.630895609170402e-05,4.6308421602082114e-05,4.630700718412034e-05,4.630866137390399e-05,4.6305441940552884e-05,4.630463952384652e-05,4.630602533173954e-05,4.630666576370478e-05,0.9995832369528769,topic_9,0.9995832369528769
MM__MM_02_24_2017_0.txt,MM/MM_02_24_2017_0.txt,0.13167019252872056,0.00039074042318774796,0.1788568476139049,0.010111273451096916,0.1335114813955287,0.00039071325099843113,0.0003907072809374867,0.00039074563697528454,0.0003907128851944815,0.5438965855334554,topic_9,0.5438965855334554
MM__MM_02_25_2016_0.txt,MM/MM_02_25_2016_0.txt,0.0005651222313300708,0.0005651716010963988,0.08354033636369024,0.0005651761562477798,0.21677127517689873,0.0005650641351351156,0.0005651235747903261,0.0005650790497082456,0.0005650917241530256,0.69573255998695,topic_9,0.69573255998695
MM__MM_02_25_2019_0.txt,MM/MM_02_25_2019_0.txt,0.08674298314249945,0.00016212067525105096,0.07185296312065109,0.00016212000819753334,0.0001621104150427726,0.4924644234008298,0.00016211335628055426,0.3018465945643085,0.0001621277752991608,0.04628244354164019,topic_5,0.4924644234008298
MM__MM_02_27_2018_0.txt,MM/MM_02_27_2018_0.txt,0.00018980079995461726,0.00018979406788027992,0.00018981135386756407,0.00018980456457890128,0.00018980205410320335,0.8897720186172967,0.00018980002259784472,0.00018979690400168346,0.10870955624047539,0.00018981537524374753,topic_5,0.8897720186172967
MM__MM_02_27_2019_0.txt,MM/MM_02_27_2019_0.txt,0.3100976297060156,0.0001534190497428361,0.00015341697684852432,0.00015341200092461188,0.0001534155431524725,0.11365478192210869,0.00015340796611143384,0.5751736884683167,0.0001534090735654064,0.0001534192932136327,topic_7,0.5751736884683167
MM__MM_02_29_2016_0.txt,MM/MM_02_29_2016_0.txt,0.0003206069076309165,0.7040241964704781,0.16860907437020756,0.07734471036601956,0.04809843633663423,0.000320597712972377,0.0003205647721256268,0.0003206002255618493,0.0003206198519433051,0.0003205929864264962,topic_1,0.7040241964704781
MM__MM_03_01_2016_0.txt,MM/MM_03_01_2016_0.txt,3.6162398232459863e-05,3.616295857086782e-05,3.616230992010974e-05,0.6125469375078231,0.1935083337949716,3.6164051030123555e-05,3.61610738602525e-05,0.13677944955407367,3.6163827947480194e-05,0.056948302523570145,topic_3,0.6125469375078231
MM__MM_03_01_2017_0.txt,MM/MM_03_01_2017_0.txt,3.886147578100104e-05,0.01686457965138479,3.885873788328614e-05,0.38015935957552266,0.2900629249039164,0.04634764475177732,3.8859378235099526e-05,0.2614211120702959,0.004988937594381239,3.886186082249729e-05,topic_3,0.38015935957552266
MM__MM_03_01_2018_0.txt,MM/MM_03_01_2018_0.txt,0.035446715352505855,0.07490797643091061,4.966652072029563e-05,0.11577010834984647,0.3862314946794436,0.05357861677477643,4.966360625131439e-05,0.3260347944652536,0.007881299174577916,4.966464571392076e-05,topic_4,0.3862314946794436
MM__MM_03_01_2019_0.txt,MM/MM_03_01_2019_0.txt,3.486493490505984e-05,0.02042070455222871,3.486477554805148e-05,0.06986232502680294,0.35881695587181733,0.09928535886058243,3.486275885231831e-05,0.4380771476670834,3.486591466666627e-05,0.01339804963751308,topic_7,0.4380771476670834
MM__MM_03_02_2016_0.txt,MM/MM_03_02_2016_0.txt,0.23568285698647187,0.00032476839618149046,0.07686026504444234,0.059581084886386054,0.6259273029405006,0.00032473700760318725,0.000324750060781828,0.00032474839893753896,0.0003247331896134418,0.0003247530890814815,topic_4,0.6259273029405006
MM__MM_03_02_2017_0.txt,MM/MM_03_02_2017_0.txt,0.0001020675104969595,0.00010207757931570847,0.9990813950219876,0.00010206953351897112,0.00010206893670805949,0.00010206375065547613,0.00010206476143266776,0.00010206377725644325,0.00010206323425487704,0.00010206589437336656,topic_2,0.9990813950219876
MM__MM_03_03_2016_0.txt,MM/MM_03_03_2016_0.txt,0.5729345585192426,0.00026888659229057127,0.1128003855651788,0.07037468427108129,0.0002688957258585496,0.0002688889055010469,0.00026886662166933107,0.000268902711606129,0.0002689006240139247,0.24227703046355784,topic_0,0.5729345585192426
MM__MM_03_03_2016_1.txt,MM/MM_03_03_2016_1.txt,0.30304402934336144,0.0002801789638406449,0.14078719611715648,0.31385619811261123,0.00028017378476491754,0.13467480226524775,0.00028018984157412286,0.0002801921284758148,0.000280160988476277,0.10623687845449144,topic_3,0.31385619811261123
MM__MM_03_04_2016_0.txt,MM/MM_03_04_2016_0.txt,0.47486344517761053,0.00025517172862292247,0.29934750506762137,0.00025518879826569996,0.00025518139620338336,0.00025516929024454186,0.0002551679045825086,0.0002551773713489954,0.00025518883341048797,0.22400280443208967,topic_0,0.47486344517761053
MM__MM_03_05_2018_0.txt,MM/MM_03_05_2018_0.txt,0.2876511718307987,0.4920357819659098,0.05443080690327679,0.00018188415856482698,0.000181868458248019,0.16479102290930728,0.00018186332989792293,0.00018187152431576334,0.00018184976612714186,0.00018187915355394988,topic_1,0.4920357819659098
MM__MM_03_06_2017_0.txt,MM/MM_03_06_2017_0.txt,0.00013372986480625083,0.5559693334585822,0.3044230363640228,0.00013372834222981806,0.00013372913401041948,0.05155516280947806,0.00013372082446510365,0.0001337277038723265,0.08725010695031925,0.0001337245482135526,topic_1,0.5559693334585822
MM__MM_03_06_2018_0.txt,MM/MM_03_06_2018_0.txt,0.25985843801777025,0.000893023364898067,0.0008930715663310328,0.0008930283283356277,0.0008930562818250974,0.0008930598542720143,0.000892988354225735,0.0008930672131850885,0.0008930709405565267,0.7329971960786005,topic_9,0.7329971960786005
MM__MM_03_08_2018_0.txt,MM/MM_03_08_2018_0.txt,0.00023816079570888822,0.13375883921682222,0.06500774504351918,0.00023816666407289771,0.7995663333775227,0.00023815072985309743,0.00023815010237894973,0.00023815945413953172,0.00023814240580340626,0.0002381522101791302,topic_4,0.7995663333775227
MM__MM_03_09_2016_0.txt,MM/MM_03_09_2016_0.txt,0.47948356981215184,0.00020496812673185538,0.0002049724579224141,0.06713363921241493,0.0002049773884901399,0.00020497293558172986,0.00020497050646866763,0.4519480021003965,0.00020496006900384904,0.00020496739083801881,topic_0,0.47948356981215184
MM__MM_03_10_2016_0.txt,MM/MM_03_10_2016_0.txt,0.21158157781077117,0.6260057290052605,0.10419093865396753,0.00024637529515607803,0.031517945781510945,0.00024637509418811777,0.0002463828998577791,0.0002463854493190892,0.0002463551075614898,0.025471934902407248,topic_1,0.6260057290052605
MM__MM_03_10_2017_0.txt,MM/MM_03_10_2017_0.txt,0.3449804003810189,0.00021744038264148697,0.00021745857950545796,0.16805963728086074,0.00021745034449398396,0.00021744319900395817,0.0002174365096492085,0.4728583465366415,0.012796940710737486,0.00021744607544718278,topic_7,0.4728583465366415
MM__MM_03_10_2017_1.txt,MM/MM_03_10_2017_1.txt,0.7470476080849873,0.00019124725781620387,0.000191257396659715,0.00019125708705838523,0.00019124994539220487,0.0001912460033627482,0.00019124372180873763,0.2514223953354187,0.00019124977302013648,0.0001912453944759974,topic_0,0.7470476080849873
MM__MM_03_11_2017_0.txt,MM/MM_03_11_2017_0.txt,0.9965242454117258,0.00038618331392325725,0.00038621277185189347,0.00038622637055265094,0.00038620112734931975,0.0003861704002872031,0.0003861723074246721,0.0003862322834930753,0.0003861625645413813,0.0003861934488507223,topic_0,0.9965242454117258
MM__MM_03_11_2017_1.txt,MM/MM_03_11_2017_1.txt,0.3611821281142617,0.0001845623886363541,0.26097467093367427,0.0001845565884242827,0.00018455405731314232,0.0990919589244406,0.00018454845964707822,0.27764394138604126,0.00018453722058901732,0.00018454192697207395,topic_0,0.3611821281142617
MM__MM_03_13_2018_0.txt,MM/MM_03_13_2018_0.txt,0.31110709086688837,0.000158513528467709,0.11120948570148831,0.0001585199081635289,0.04940249558924163,0.07023524531070834,0.00015852365637620077,0.45725305975408753,0.00015853960749610718,0.0001585260770824069,topic_7,0.45725305975408753
MM__MM_03_13_2019_0.txt,MM/MM_03_13_2019_0.txt,0.22935704352288194,0.0001189373316088204,0.039178538435181647,0.00011893488287084515,0.05641987952191425,0.11024777728381117,0.00011893114469627185,0.5642020886707579,0.00011893154514026866,0.00011893766113700849,topic_7,0.5642020886707579
MM__MM_03_14_2016_0.txt,MM/MM_03_14_2016_0.txt,0.15248241530489978,0.44032048678937014,0.09765245562785847,0.2521264502852227,0.00030590136445419347,0.00030588611714154327,0.05588875730142211,0.0003058877203885493,0.00030586920540393904,0.000305890283838487,topic_1,0.44032048678937014
MM__MM_03_14_2018_0.txt,MM/MM_03_14_2018_0.txt,0.16474901728798524,0.000143098572102845,0.35679899606046334,0.00014309871577975947,0.06522847636784387,0.1933154301437136,0.09826521446744321,0.10768887376780203,0.013524696864467323,0.0001430977523985936,topic_2,0.35679899606046334
MM__MM_03_14_2019_0.txt,MM/MM_03_14_2019_0.txt,0.000155804886452197,0.8690656430747806,0.00015580261126635171,0.0001557985323438163,0.00015580081792017082,0.12968794293151745,0.00015579508816890463,0.0001558071262744314,0.00015580458239405933,0.00015580034888189586,topic_1,0.8690656430747806
MM__MM_03_15_2016_0.txt,MM/MM_03_15_2016_0.txt,0.30928000796543464,0.00015225171844069314,0.0001522512983046401,0.23376768948363036,0.0001522447769524157,0.0001522443980495259,0.00015224515482664347,0.4558865758141503,0.00015224096165213885,0.0001522484285585519,topic_7,0.4558865758141503
MM__MM_03_15_2016_1.txt,MM/MM_03_15_2016_1.txt,0.025288502622959112,0.07939926005209687,0.23110237551687055,0.1912510580400042,0.09494642174589536,0.0003135499213847849,0.0003135640748922931,0.000313559461156105,0.00031358552819890254,0.37675812303654194,topic_9,0.37675812303654194
